Hour,Start (minute),Mouse 1,Mouse 2,Mouse 3,Mouse 4,Mouse 5,Mouse 6,Mouse 7,Mouse 8,Mouse 9,Mouse 10,Mouse 11,Mouse 12,Light,Observations
12,13,,,,,,,,,,,,,,
12,14,,,,,,,,,,,,,,
12,15,,,,,,,,,,,,,,
12,16,,,,,,,,,,,,,,
12,17,,,,,,,,,,,,,,
12,18,,,,,,,,,,,,,,
12,19,,,,,,,,,,,,,,
12,20,,,,,,,,,,,,,,
12,21,,,,,,,,,,,,,,
12,22,,,,,,,,,,,,,,
12,23,,,,,,,,,,,,,,
12,24,,,,,,,,,,,,,,
12,25,,,,,,,,,,,,,,
12,26,,,,,,,,,,,,,,
12,27,,,,,,,,,,,,,,
12,28,,,,,,,,,,,,,,
12,29,,,,,,,,,,,,,,
12,30,,,,,,,,,,,,,,
12,31,,,,,,,,,,,,,,
12,32,,,,,,,,,,,,,,
12,33,,,,,,,,,,,,,,
12,34,,,,,,,,,,,,,,
12,35,,,,,,,,,,,,,,
12,36,,,,,,,,,,,,,,
12,37,,,,,,,,,,,,,,
12,38,,,,,,,,,,,,,,
12,39,,,,,,,,,,,,,,
12,40,,,,,,,,,,,,,,
12,41,,,,,,,,,,,,,,
12,42,,,,,,,,,,,,,,
12,43,,,,,,,,,,,,,,
12,44,,,,,,,,,,,,,,
12,45,,,,,,,,,,,,,,
12,46,,,,,,,,,,,,,,
12,47,,,,,,,,,,,,,,
12,48,,,,,,,,,,,,,,
12,49,,,,,,,,,,,,,,
12,50,,,,,,,,,,,,,,
12,51,,,,,,,,,,,,,,
12,52,,,,,,,,,,,,,,
12,53,,,,,,,,,,,,,,
12,54,,,,,,,,,,,,,,
12,55,,,,,,,,,,,,,,
12,56,,,,,,,,,,,,,,
12,57,,,,,,,,,,,,,,
12,58,,,,,,,,,,,,,,
12,59,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,
13,1,,,,,,,,,,,,,,
13,2,,,,,,,,,,,,,,
13,3,,,,,,,,,,,,,,
13,4,,,,,,,,,,,,,,
13,5,,,,,,,,,,,,,,
13,6,,,,,,,,,,,,,,
13,7,,,,,,,,,,,,,,
13,8,,,,,,,,,,,,,,
13,9,,,,,,,,,,,,,,
13,10,,,,,,,,,,,,,,
13,11,,,,,,,,,,,,,,
13,12,,,,,,,,,,,,,,
13,13,,,,,,,,,,,,,,
13,14,,,,,,,,,,,,,,
13,15,,,,,,,,,,,,,,
13,16,,,,,,,,,,,,,,
13,17,,,,,,,,,,,,,,
13,18,,,,,,,,,,,,,,
13,19,,,,,,,,,,,,,,
13,20,,,,,,,,,,,,,,
13,21,,,,,,,,,,,,,,
13,22,,,,,,,,,,,,,,
13,23,,,,,,,,,,,,,,
13,24,,,,,,,,,,,,,,
13,25,,,,,,,,,,,,,,
13,26,,,,,,,,,,,,,,
13,27,,,,,,,,,,,,,,
13,28,,,,,,,,,,,,,,
13,29,,,,,,,,,,,,,,
13,30,,,,,,,,,,,,,,
13,31,,,,,,,,,,,,,,
13,32,,,,,,,,,,,,,,
13,33,,,,,,,,,,,,,,
13,34,,,,,,,,,,,,,,
13,35,,,,,,,,,,,,,,
13,36,,,,,,,,,,,,,,
13,37,,,,,,,,,,,,,,
13,38,,,,,,,,,,,,,,
13,39,,,,,,,,,,,,,,
13,40,,,,,,,,,,,,,,
13,41,,,,,,,,,,,,,,
13,42,,,,,,,,,,,,,,
13,43,,,,,,,,,,,,,,
13,44,,,,,,,,,,,,,,
13,45,,,,,,,,,,,,,,
13,46,,,,,,,,,,,,,,
13,47,,,,,,,,,,,,,,
13,48,,,,,,,,,,,,,,
13,49,,,,,,,,,,,,,,
13,50,,,,,,,,,,,,,,
13,51,,,,,,,,,,,,,,
13,52,,,,,,,,,,,d,,,
13,53,,,,,,,,,,,,,,
13,54,,,,,,,,,,,,,,
13,55,,,,,,,,,,,,,,
13,56,,,,e,,,,,,,,,,
13,57,,,,,,,,,,,,,,
13,58,,,,,,,,,,,,,,
13,59,,,,,,,,,,,d,,,
14,0,,,,,,,,,,,,,,
14,1,,,,,,,,,,,,,,
14,2,,,,,,,,,,,,,,video ends
14,3,,,,,,,,,,,,,,
14,4,,,,,,,,,,,,,,
14,5,,,,,,,,,,,,,,
14,6,,,,,,,,,,,,,,
14,7,,,,,,,,,,,,,,
14,8,,,,,,,,,,,,,,
14,9,,,,,,,,,,,,,,
14,10,,,,,,,,,,,,,,
14,11,,,,,,,,,,,,,,
14,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
14,14,,,,,,,,,,,,,,
14,15,,,,,,,,,,,,,,
14,16,,,,,,,,,,,,,,
14,17,,,,,,,,,,,,,,
14,18,,,,,,,,,,,,,,
14,19,,,,,,,,,,,,,,
14,20,,,,,,,,,,,,,,
14,21,,,,,,,,,,,,,,
14,22,,,,,,,,,,,,,,
14,23,,,,,,,,,,,,,,
14,24,,,,,,,,,,,,,,
14,25,,,,,,,,,,,,,,
14,26,,,,,,,,,,,,,,
14,27,,,,,,,,,,,,,,
14,28,,,,,,,,,,,,,,
14,29,,,,,,,,,,,,,,
14,30,,,,,,,,,,,,,,
14,31,,,,,,,,,,,,,,
14,32,,,,,,,,,,,,,,
14,33,,,,,,,,,,,,,,
14,34,,,,,,,,,,,,,,
14,35,,,,,,,,,,,,,,
14,36,,,,,,,,,,,,,,
14,37,,,,,,,,,,,,,,
14,38,,,,,,,,,,,,,,
14,39,,,,,,,,,,,,,,
14,40,,,,,,,,,,,,,,
14,41,,,,,,,,,,,,,,
14,42,,,,,,,,,,,,,,
14,43,,,,,,,,,,,,,,
14,44,,,,,,,,,,,,,,
14,45,,,,,,,,,,,,,,
14,46,,,,,,,,,,,,,,
14,47,,,,,,,,,,,,,,
14,48,,,,,,,,,,,,,,
14,49,,,,,,,,,,,,,,
14,50,,,,,,,,,,,,,,
14,51,,,,,,,,,,,,,,
14,52,,,,,,,,,,,,,,
14,53,,,,,,,,,,,,,,
14,54,,,,,,,,,,,,,,
14,55,,,,,,,,,,,,,,
14,56,,,,,,,,,,,,,,
14,57,,,,,,,,,,,,,,
14,58,,,,,,,,,,,,,,
14,59,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,
15,2,,,,,,,,,,,,,,
15,3,,,,,,,,,,,,,,
15,4,,,,,,,,,,,,,,
15,5,,,,,,,,,,,,,,
15,6,,,,,,,,,,,,,,
15,7,,,,,,,,,,,,,,
15,8,,,,,,,,,,,,,,
15,9,,,,,,,,,,,,,,
15,10,,,,,,,,,,,,,,
15,11,,,,,,,,,,,,,,
15,12,,,,,,,,,,,,,,
15,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
15,15,,,,,,,,,,,,,,
15,16,,,,,,,,,,,,,,
15,17,,,,,,,,,,,,,,
15,18,,,,,,,,,,,,,,
15,19,,,,,,,,,,,,,,
15,20,,,,,,,,,,,,,,
15,21,,,,,,,,,,,,,,
15,22,,,,,,,,,,,,,,
15,23,,,,,,,,,,,,,,
15,24,,,,,,,,,,,,,,
15,25,,,,,,,,,,,,,,
15,26,,,,,,,,,,,,,,
15,27,,,,,,,,,,,,,,
15,28,,,,,,,,,,,,,,
15,29,,,,,,,,,,,,,,
15,30,,,,,,,,,,,,,,
15,31,,,,,,,,,,,,,,
15,32,,,,,,,,,,,,,,
15,33,,,,,,,,,,,,,,
15,34,,,,,,,,,,,,,,
15,35,,,,,,,,,,,,,,
15,36,,,,,,,,,,,,,,
15,37,,,,,,,,,,,,,,
15,38,,,,,,,,,,,,,,
15,39,,,,,,,,,,,,,,
15,40,,,,,,,,,,,,,,
15,41,,,,,,,,,,,,,,
15,42,,,,,,,,,,,,,,
15,43,,,,,,,,,,,,,,
15,44,,,,,,,,,,,,,,
15,45,,,,,,,,,,,,,,
15,46,,,,,,,,,,,,,,
15,47,,,,,,,,,,,,,,
15,48,,,,,,,,,,,,,,
15,49,,,,,,,,,,,,,,
15,50,,,,,,,,,,,,,,
15,51,,,,,,,,,,,,,,
15,52,,,,,,,,,,,,,,
15,53,,,,,,,,,,,,,,
15,54,,,,,,,,,,,,,,
15,55,,,,,,,,,,,,,,
15,56,,,,,,,,,,,,,,
15,57,,,,,,,,,,,,,,
15,58,,,,,,,,,,,,,,
15,59,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,
16,1,,,,,,,,,,,,,,
16,2,,,,,,,,,,,,,,
16,3,,,,,,,,,,,,,,
16,4,,,,,,,,,,,,,,
16,5,,,,,,,,,,,,,,
16,6,,,,,,,,,,,,,,
16,7,,,,,,,,,,,,,,
16,8,,,,,,,,,,,,,,
16,9,,,,,,,,,,,,,,
16,10,,,,,,,,,,,,,,
16,11,,,,,,,,,,,,,,
16,12,,,,,,,,,,,,,,
16,13,,,,,,,,,,,,,,
16,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
16,16,,,,,,,,,,,,,,
16,17,,,,,,,,,,,,,,
16,18,,,,,,,,,,,,,,
16,19,,,,,,,,,,,,,,
16,20,,,,,,,,,,,,,,
16,21,,,,,,,,,,,,,,
16,22,,,,,,,,,,,,,,
16,23,,,,,,,,,,,,,,
16,24,,,,,,,,,,,,,,
16,25,,,,,,,,,,,,,,
16,26,,,,,,,,,,,,,,
16,27,,,,,,,,,,,,,,
16,28,,,,,,,,,,,,,,
16,29,,,,,,,,,,,,,,
16,30,,,,,,,,,,,,,,
16,31,,,,,,,,,,,,,,
16,32,,,,,,,,,,,,,,
16,33,,,,,,,,,,,,,,
16,34,,,,,,,,,,,,,,
16,35,,,,,,,,,,,,,,
16,36,,,,,,,,,,,,,,
16,37,,,,,,,,,,,,,,
16,38,,,,,,,,,,,,,,
16,39,,,,,,,,,,,,,,
16,40,,,,,,,,,,,,,,
16,41,,,,,,,,,,,,,,
16,42,,,,,,,,,,,,,,
16,43,,,,,,,,,,,,,,
16,44,,,,,,,,,,,,,,
16,45,,,,,,,,,,,,,,
16,46,,,,,,,,,,,,,,
16,47,,,,,,,,,,,,,,
16,48,,,,,,,,,,,,,,
16,49,,,,,,,,,,,,,,
16,50,,,,,,,,,,,,,,
16,51,,,,,,,,,,,,,,
16,52,,,,,,,,,,,,,,
16,53,,,,,,,,,,,,,,
16,54,,,,,,,,,,,,,,
16,55,,,,,,,,,,,,,,
16,56,,,,,,,,,,,,,,
16,57,,,,,,,,,,,,,,
16,58,,,,,,,,,,,,,,
16,59,,,,,,,,,,,,,,
