Hour,Start (minute),Mouse 1,Mouse 2,Mouse 3,Mouse 4,Mouse 5,Mouse 6,Mouse 7,Mouse 8,Mouse 9,Mouse 10,Mouse 11,Mouse 12,Light,Observations
14,11,,,,,,,,,,,,,,
14,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
14,14,,,,,,,,,,,,,,
14,15,,,,,,,,,,,,,,
14,16,,,,,,,,,,,,,,
14,17,,,,,,,,,,,,,,
14,18,,,,,,,,,,,,,,
14,19,,,,,,,,,,,,,,
14,20,,,,,,,,,,,,,,
14,21,,,,,,,,,,,,,,
14,22,,,,,,,,,,,,,,
14,23,,,,,,,,,,,,,,
14,24,,,,,,,,,,,,,,
14,25,,,,,,,,,,,,,,
14,26,,,,,,,,,,,,,,
14,27,,,,,,,,,,,,,,
14,28,,,,,,,,,,,,,,
14,29,,,,,,,,,,,,,,
14,30,,,,,,,,,,,,,,
14,31,,,,,,,,,,,,,,
14,32,,,,,,,,,,,,,,
14,33,,,,,,,,,,,,,,
14,34,,,,,,,,,,,,,,
14,35,,,,,,,,,,,,,,
14,36,,,,,,,,,,,,,,
14,37,,,,,,,,,,,,,,
14,38,,,,,,,,,,,,,,
14,39,,,,,,,,,,,,,,
14,40,,,,,,,,,,,,,,
14,41,,,,,,,,,,,,,,
14,42,,,,,,,,,,,,,,
14,43,,,,,,,,,,,,,,
14,44,,,,,,,,,,,,,,
14,45,,,,,,,,,,,,,,
14,46,,,,,,,,,,,,,,
14,47,,,,,,,,,,,,,,
14,48,,,,,,,,,,,,,,
14,49,,,,,,,,,,,,,,
14,50,,,,,,,,,,,,,,
14,51,,,,,,,,,,,,,,
14,52,,,,,,,,,,,,,,
14,53,,,,,,,,,,,,,,
14,54,,,,,,,,,,,,,,
14,55,,,,,,,,,,,,,,
14,56,,,,,,,,,,,,,,
14,57,,,,,,,,,,,,,,
14,58,,,,,,,,,,,,,,
14,59,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,
15,2,,,,,,,,,,,,,,
15,3,,,,,,,,,,,,,,
15,4,,,,,,,,,,,,,,
15,5,,,,,,,,,,,,,,
15,6,,,,,,,,,,,,,,
15,7,,,,,,,,,,,,,,
15,8,,,,,,,,,,,,,,
15,9,,,,,,,,,,,,,,
15,10,,,,,,,,,,,,,,
15,11,,,,,,,,,,,,,,
15,12,,,,,,,,,,,,,,
15,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
15,15,,,,,,,,,,,,,,
15,16,,,,,,,,,,,,,,
15,17,,,,,,,,,,,,,,
15,18,,,,,,,,,,,,,,
15,19,,,,,,,,,,,,,,
15,20,,,,,,,,,,,,,,
15,21,,,,,,,,,,,,,,
15,22,,,,,,,,,,,,,,
15,23,,,,,,,,,,,,,,
15,24,,,,,,,,,,,,,,
15,25,,,,,,,,,,,,,,
15,26,,,,,,,,,,,,,,
15,27,,,,,,,,,,,,,,
15,28,,,,,,,,,,,,,,
15,29,,,,,,,,,,,,,,
15,30,,,,,,,,,,,,,,
15,31,,,,,,,,,,,,,,
15,32,,,,,,,,,,,,,,
15,33,,,,,,,,,,,,,,
15,34,,,,,,,,,,,,,,
15,35,,,,,,,,,,,,,,
15,36,,,,,,,,,,,,,,
15,37,,,,,,,,,,,,,,
15,38,,,,,,,,,,,,,,
15,39,,,,,,,,,,,,,,
15,40,,,,,,,,,,,,,,
15,41,,,,,,,,,,,,,,
15,42,,,,,,,,,,,,,,
15,43,,,,,,,,,,,,,,
15,44,,,,,,,,,,,,,,
15,45,,,,,,,,,,,,,,
15,46,,,,,,,,,,,,,,
15,47,,,,,,,,,,,,,,
15,48,,,,,,,,,,,,,,
15,49,,,,,,,,,,,,,,
15,50,,,,,,,,,,,,,,
15,51,,,,,,,,,,,,,,
15,52,,,,,,,,,,,,,,
15,53,,,,,,,,,,,,,,
15,54,,,,,,,,,,,,,,
15,55,,,,,,,,,,,,,,
15,56,,,,,,,,,,,,,,
15,57,,,,,,,,,,,,,,
15,58,,,,,,,,,,,,,,
15,59,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,
16,1,,,,,,,,,,,d,,,
16,2,,,,,,,,,,,,,,
16,3,,,,,,,,,,,d,,,
16,4,,,,,,,,,,,,,,
16,5,,,,,,,,,,,,,,
16,6,,,,e,,,,,,,,,,
16,7,,,,,,,,,,,,,,
16,8,,,,,,,,,,,,,,
16,9,,,,,,,,,,,d,,,
16,10,,,,,,,,,,,,,,
16,11,,,,,,,,,,,,,,
16,12,,,,,,,,,,,,,,
16,13,,,,,,,,,,,,,,
16,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
